id,vote_count,vote_average
1333,4858.0,6.0
1334,0.0,0.0
1335,1859.0,5.5
1336,1.0,1.0
1337,75.0,6.3
1338,210.0,6.8
1339,220.0,6.1
1340,14.0,5.1
1341,967.0,5.5
1342,2358.0,7.1
1343,103.0,6.8
1344,81.0,5.2
1345,4.0,4.4
1346,2256.0,7.4
1347,300.0,7.7
1348,865.0,5.3
1349,133.0,5.9
1350,428.0,6.4
1351,15.0,6.7
1352,232.0,4.9
1353,94.0,5.1
1354,2447.0,6.9
1355,790.0,5.8
1356,1285.0,7.6
1357,60.0,5.9
1358,44.0,5.3
1359,185.0,6.6
1360,335.0,5.1
1361,34.0,3.3
1362,456.0,7.6
1363,1057.0,6.3
1364,6.0,6.3
1365,539.0,7.4
1366,129.0,4.3
1367,665.0,5.9
1368,285.0,7.1
1369,19.0,5.8
1370,100.0,7.0
1371,177.0,4.9
1372,115.0,6.4
1373,322.0,7.2
1374,547.0,5.3
1375,265.0,6.7
1376,1077.0,6.6
1377,270.0,6.6
1378,2403.0,6.7
1379,129.0,5.9
1380,118.0,7.2
1381,17.0,8.3
1382,1522.0,8.2
1383,274.0,6.6
1384,765.0,5.9
1385,318.0,5.6
1386,459.0,6.3
1387,140.0,5.9
1388,1172.0,5.9
1389,1.0,8.0
1390,1381.0,7.5
1391,779.0,7.1
1392,576.0,7.8
1393,7620.0,7.3
1394,412.0,6.0
1395,4541.0,6.2
1396,605.0,7.5
1397,1194.0,6.1
1398,593.0,7.0
1399,344.0,5.9
1400,4143.0,7.1
1401,1846.0,6.6
1402,1896.0,6.4
1403,681.0,7.2
1404,469.0,6.2
1405,6.0,6.2
1406,1620.0,6.2
1407,19.0,6.4
1408,1862.0,7.1
1409,73.0,4.2
1410,105.0,7.9
1411,889.0,7.4
1412,1745.0,6.7
1413,4541.0,6.9
1414,40.0,6.9
1415,585.0,6.6
1416,644.0,7.9
1417,66.0,5.6
1418,645.0,6.9
1419,32.0,6.0
1420,17.0,6.3
1421,19.0,4.0
1422,172.0,8.0
1423,574.0,7.3
1424,226.0,5.2
1425,119.0,6.3
1426,2294.0,5.5
1427,496.0,5.7
1428,272.0,5.8
1429,1131.0,5.5
1430,217.0,6.2
1431,282.0,6.9
1432,3010.0,7.6
1433,1948.0,6.5
1434,373.0,7.7
1435,3.0,5.5
1436,670.0,6.8
1437,4.0,1.3
1438,470.0,7.4
1439,83.0,6.2
1440,1953.0,6.1
1441,145.0,5.5
1442,856.0,6.3
1443,461.0,5.3
1444,102.0,5.5
1445,743.0,7.1
1446,259.0,5.9
1447,26.0,6.3
1448,13.0,4.7
1449,287.0,6.8
1450,180.0,5.3
1451,808.0,6.8
1452,166.0,5.9
1453,5299.0,8.1
1454,17.0,7.1
1455,284.0,6.9
1456,46.0,4.5
1457,32.0,8.0
1458,38.0,7.0
1459,42.0,6.0
1460,796.0,6.7
1461,2623.0,7.1
1462,126.0,6.8
1463,1295.0,7.0
1464,1369.0,6.8
1465,35.0,4.5
1466,345.0,6.2
1467,4488.0,5.9
1468,1296.0,6.0
1469,61.0,6.7
1470,143.0,6.9
1471,40.0,6.4
1472,1024.0,7.6
1473,815.0,6.0
1474,3259.0,5.6
1475,307.0,7.0
1476,120.0,5.9
1477,897.0,7.1
1478,4116.0,6.1
1479,238.0,4.4
1480,46.0,7.2
1481,1006.0,8.4
1482,746.0,6.2
1483,831.0,5.2
1484,949.0,6.5
1485,2735.0,7.5
1486,335.0,7.6
1487,73.0,6.1
1488,17.0,6.1
1489,11.0,6.1
1490,21.0,5.4
1491,52.0,6.5
1492,80.0,6.9
1493,2541.0,6.2
1494,169.0,2.9
1495,747.0,5.4
1496,22.0,4.5
1497,2020.0,5.6
1498,265.0,5.3
1499,2279.0,5.7
1500,411.0,6.2
1501,2782.0,6.5
1502,625.0,7.5
1503,581.0,6.3
1504,3.0,5.2
1505,85.0,7.4
1506,1172.0,5.7
1507,18.0,7.1
1508,131.0,5.9
1509,44.0,6.7
1510,511.0,6.3
1511,517.0,6.0
1512,9951.0,7.9
1513,1035.0,6.0
1514,54.0,5.5
1515,1119.0,5.8
1516,4106.0,7.4
1517,1995.0,6.8
1518,401.0,5.7
1519,5.0,7.0
1520,488.0,7.5
1521,32.0,6.0
1522,4050.0,5.1
1523,4.0,7.3
1524,119.0,6.7
1525,4361.0,5.6
1526,413.0,6.6
1527,321.0,6.2
1528,90.0,4.7
1529,453.0,6.7
1530,21.0,6.8
1531,234.0,5.6
1532,1061.0,5.8
1533,2057.0,7.2
1534,28.0,5.6
1535,7.0,4.6
1536,112.0,7.1
1537,953.0,7.3
1538,181.0,6.7
1539,778.0,6.4
1540,95.0,7.1
1541,873.0,6.3
1542,8.0,6.3
1543,230.0,6.4
1544,105.0,6.1
1545,229.0,5.8
1546,984.0,6.2
1547,119.0,6.7
1548,990.0,5.4
1549,7.0,5.7
1550,22.0,5.4
1551,5449.0,7.7
1552,10.0,6.4
1553,682.0,7.4
1554,209.0,7.4
1555,29.0,4.3
1556,251.0,5.8
1557,463.0,6.8
1558,1548.0,6.0
1559,752.0,6.3
1560,327.0,5.2
1561,66.0,6.2
1562,182.0,6.3
1563,229.0,7.5
1564,1275.0,7.3
1565,2729.0,6.9
1566,4546.0,7.3
1567,5.0,6.8
1568,225.0,6.7
1569,61.0,4.9
1570,523.0,5.6
1571,2653.0,7.1
1572,821.0,6.2
1573,141.0,7.1
1574,65.0,6.2
1575,91.0,5.9
1576,92.0,4.9
1577,3401.0,7.4
1578,28.0,6.2
1579,7413.0,7.1
1580,181.0,7.3
1581,388.0,7.4
1582,6.0,7.7
1583,43.0,5.5
1584,221.0,7.2
1585,204.0,5.8
1586,229.0,5.4
1587,5047.0,7.2
1588,351.0,4.6
1589,588.0,6.2
1590,82.0,6.2
1591,216.0,6.2
1592,691.0,6.3
1593,200.0,7.7
1594,981.0,6.7
1595,562.0,5.7
1596,1219.0,7.3
1597,762.0,6.1
1598,859.0,5.5
1599,6351.0,6.2
1600,7.0,5.6
1601,122.0,5.0
1602,3668.0,6.2
1603,11.0,5.8
1604,367.0,5.7
1605,58.0,6.1
1606,458.0,7.5
1607,152.0,6.5
1608,120.0,6.1
1609,2736.0,6.3
1610,54.0,6.5
1611,104.0,5.4
1612,562.0,5.9
1613,936.0,7.0
1614,889.0,7.4
1615,372.0,5.5
1616,5357.0,7.3
1617,45.0,6.3
1618,140.0,6.7
1619,6.0,6.8
1620,518.0,7.1
1621,554.0,6.0
1622,15.0,6.1
1623,2.0,6.0
1624,172.0,7.9
1625,3728.0,7.5
1626,1991.0,6.1
1627,124.0,6.2
1628,38.0,5.6
1629,731.0,7.5
1630,3.0,6.7
1631,3187.0,6.0
1632,2393.0,7.5
1633,27.0,5.9
1634,370.0,6.5
1635,1963.0,7.1
1636,108.0,4.5
1637,84.0,6.7
1638,289.0,6.0
1639,108.0,6.0
1640,398.0,5.8
1641,105.0,7.6
1642,184.0,6.6
1643,1522.0,6.2
1644,6250.0,6.6
1645,123.0,7.0
1646,87.0,6.1
1647,975.0,6.5
1648,6604.0,7.5
1649,1.0,6.0
1650,383.0,7.4
1651,668.0,8.2
1652,177.0,6.4
1653,31.0,6.2
1654,42.0,6.3
1655,20.0,5.7
1656,160.0,7.4
1657,143.0,6.4
1658,305.0,6.0
1659,30.0,6.0
1660,45.0,5.9
1661,1825.0,8.0
1662,117.0,6.7
1663,19.0,6.0
1664,493.0,6.2
1665,847.0,5.8
1666,5663.0,8.3
1667,1098.0,7.5
1668,765.0,8.1
1669,145.0,7.9
1670,168.0,5.2
1671,1044.0,6.7
1672,673.0,6.4
1673,821.0,4.8
1674,18578.0,8.4
1675,934.0,6.8
1676,94.0,6.3
1677,19.0,7.1
1678,558.0,6.2
1679,610.0,6.1
1680,2127.0,6.3
1681,209.0,8.0
1682,57.0,6.1
1683,102.0,6.0
1684,6.0,3.8
1685,9.0,5.2
1686,870.0,6.2
1687,170.0,7.3
1688,27.0,7.3
1689,876.0,6.5
1690,16.0,6.7
1691,57.0,6.3
1692,3780.0,7.9
1693,11.0,5.1
1694,107.0,6.3
1695,50.0,7.3
1696,7815.0,7.4
1697,902.0,7.2
1698,70.0,6.3
1699,1493.0,6.7
1700,1830.0,6.6
1701,219.0,7.0
1702,58.0,6.7
1703,20.0,7.0
1704,23.0,6.6
1705,1841.0,5.9
1706,16.0,7.4
1707,469.0,7.9
1708,141.0,5.6
1709,442.0,5.1
1710,277.0,5.6
1711,416.0,6.7
1712,368.0,5.4
1713,606.0,6.6
1714,860.0,6.3
1715,13.0,5.9
1716,5150.0,7.0
1717,220.0,7.4
1718,3337.0,5.8
1719,205.0,7.0
1720,138.0,7.6
1721,562.0,6.5
1722,313.0,4.7
1723,1647.0,6.3
1724,3767.0,4.4
1725,556.0,7.2
1726,754.0,5.4
1727,179.0,6.1
1728,291.0,5.7
1729,692.0,6.5
1730,57.0,6.7
1731,93.0,6.2
1732,12.0,6.2
1733,14.0,4.6
1734,649.0,6.0
1735,5338.0,7.4
1736,8803.0,7.8
1737,185.0,5.9
1738,83.0,6.9
1739,120.0,5.8
1740,538.0,6.3
1741,15.0,6.3
1742,45.0,4.3
1743,417.0,5.8
1744,475.0,4.1
1745,2286.0,7.3
1746,6670.0,7.5
1747,19.0,5.5
1748,138.0,7.2
1749,11.0,5.5
1750,279.0,7.4
1751,81.0,7.2
1752,564.0,6.2
1753,562.0,5.9
1754,19.0,6.8
1755,59.0,6.5
1756,5.0,5.0
1757,18.0,5.9
1758,2.0,6.0
1759,60.0,6.9
1760,3577.0,6.1
1761,5.0,7.6
1762,6413.0,7.3
1763,923.0,7.3
1764,797.0,8.2
1765,895.0,7.9
1766,158.0,7.4
1767,10.0,7.2
1768,17.0,4.9
1769,682.0,5.0
1770,119.0,6.4
1771,33.0,6.2
1772,9.0,4.9
1773,5827.0,7.2
1774,590.0,4.5
1775,1404.0,6.6
1776,931.0,6.9
1777,5.0,5.1
1778,64.0,6.5
1779,768.0,5.5
1780,3934.0,7.5
1781,1855.0,7.6
1782,271.0,7.4
1783,582.0,5.8
1784,12052.0,7.8
1785,1794.0,7.7
1786,3.0,7.0
1787,9.0,5.3
1788,68.0,6.1
1789,7414.0,8.1
1790,1812.0,7.5
1791,145.0,6.3
1792,445.0,7.3
1793,208.0,7.3
1794,112.0,7.9
1795,262.0,6.8
1796,1081.0,6.9
1797,3842.0,7.6
1798,746.0,5.9
1799,258.0,6.2
1800,867.0,7.0
1801,1.0,5.0
1802,20.0,4.0
1803,670.0,6.6
1804,11.0,6.0
1805,471.0,8.1
1806,238.0,5.6
1807,134.0,6.2
1808,1524.0,7.5
1809,55.0,7.6
1810,813.0,5.9
1811,58.0,6.2
1812,3453.0,6.0
1813,96.0,6.5
1814,176.0,6.1
1815,3.0,4.3
1816,978.0,7.0
1817,34.0,6.7
1818,15.0,6.4
1819,7049.0,6.5
1820,5.0,4.3
1821,48.0,6.7
1822,5.0,8.0
1823,210.0,6.9
1824,155.0,5.9
1825,57.0,6.4
1826,153.0,5.3
1827,324.0,6.1
1828,19.0,7.2
1829,489.0,6.1
1830,182.0,6.4
1831,946.0,5.9
1832,8.0,3.0
1833,505.0,7.2
1834,76.0,7.1
1835,14.0,6.6
1836,140.0,6.3
1837,605.0,5.9
1838,487.0,6.1
1839,4404.0,6.2
1840,7.0,4.4
1841,2032.0,5.4
1842,152.0,5.0
1843,70.0,6.2
1844,25.0,6.7
1845,18.0,4.7
1846,445.0,6.4
1847,93.0,6.7
1848,2.0,3.8
1849,595.0,7.7
1850,29.0,6.6
1851,322.0,6.8
1852,198.0,4.6
1853,95.0,6.9
1854,155.0,7.4
1855,2171.0,7.2
1856,1543.0,7.2
1857,4305.0,6.3
1858,291.0,7.8
1859,64.0,6.4
1860,140.0,6.8
1861,44.0,5.9
1862,10680.0,7.7
1863,1164.0,5.3
1864,188.0,6.4
1865,1211.0,5.7
1866,4503.0,7.1
1867,4300.0,5.5
1868,54.0,5.4
1869,11967.0,7.7
1870,143.0,6.4
1871,24.0,5.6
1872,2031.0,6.4
1873,172.0,7.3
1874,116.0,6.1
1875,3.0,4.8
1876,611.0,5.9
1877,90.0,6.2
1878,686.0,6.6
1879,59.0,5.5
1880,4388.0,6.8
1881,5713.0,6.4
1882,14.0,6.0
1883,25.0,6.1
1884,587.0,6.5
1885,158.0,5.1
1886,185.0,7.2
1887,1756.0,7.4
1888,349.0,7.4
1889,30.0,6.4
1890,83.0,6.4
1891,6.0,4.9
1892,2.0,7.5
1893,524.0,4.8
1894,188.0,6.3
1895,33.0,6.8
1896,210.0,7.1
1897,2301.0,6.6
1898,440.0,7.1
1899,40.0,6.7
1900,14.0,4.6
1901,1592.0,5.2
1902,2.0,7.0
1903,1808.0,6.1
1904,18.0,6.0
1905,280.0,5.7
1906,37.0,5.7
1907,527.0,6.6
1908,1035.0,5.4
1909,833.0,6.2
1910,175.0,6.1
1911,2544.0,5.9
1912,3.0,7.7
1913,535.0,7.2
1914,74.0,6.8
1915,78.0,5.9
1916,64.0,5.6
1917,2934.0,7.3
1918,9.0,6.4
1919,103.0,7.0
1920,91.0,6.1
1921,1425.0,6.5
1922,733.0,5.2
1923,259.0,7.0
1924,5.0,4.4
1925,986.0,6.3
1926,4.0,4.8
1927,803.0,6.5
1928,86.0,6.5
1929,1875.0,6.0
1930,334.0,5.9
1931,2602.0,7.3
1932,106.0,5.7
1933,597.0,6.7
1934,2307.0,5.4
1935,318.0,4.5
1936,1682.0,6.7
1937,285.0,5.3
1938,166.0,5.9
1939,474.0,6.5
1940,178.0,5.5
1941,247.0,5.5
1942,198.0,6.0
1943,29.0,5.6
1944,451.0,5.6
1945,208.0,5.5
1946,75.0,6.4
1947,615.0,7.3
1948,45.0,7.0
1949,23.0,5.7
1950,97.0,5.4
1951,1010.0,5.2
1952,220.0,6.7
1953,28.0,5.9
1954,290.0,6.8
1955,131.0,6.5
1956,1557.0,7.4
1957,39.0,7.1
1958,1395.0,5.5
1959,4.0,6.1
1960,23.0,3.7
1961,523.0,7.0
1962,88.0,6.1
1963,283.0,7.3
1964,421.0,6.6
1965,9.0,6.0
1966,217.0,7.1
1967,364.0,6.6
1968,153.0,6.7
1969,1967.0,6.4
1970,521.0,6.0
1971,636.0,5.4
1972,24.0,5.3
1973,6050.0,6.3
1974,875.0,7.3
1975,111.0,7.4
1976,15.0,6.6
1977,924.0,6.4
1978,11.0,6.9
1979,226.0,5.7
1980,1872.0,7.7
1981,314.0,6.1
1982,33.0,6.2
1983,1093.0,6.6
1984,45.0,6.5
1985,3419.0,6.5
1986,44.0,7.9
1987,3064.0,6.3
1988,166.0,7.5
1989,111.0,5.8
1990,31.0,7.1
1991,448.0,5.9
1992,92.0,5.9
1993,15.0,7.2
1994,510.0,7.3
1995,398.0,6.2
1996,3857.0,6.8
1997,1538.0,7.0
1998,186.0,5.2
1999,682.0,5.8
2000,1329.0,7.4
2001,5.0,5.6
2002,55.0,4.4
2003,1324.0,6.3
2004,261.0,4.6
2005,670.0,5.8
2006,46.0,6.4
2007,998.0,7.2
2008,41.0,7.3
2009,53.0,7.1
2010,9.0,4.9
2011,16.0,5.9
2012,569.0,5.7
2013,2189.0,5.6
2014,16.0,7.1
2015,12117.0,7.9
2016,1583.0,5.7
2017,12935.0,8.7
2018,372.0,6.2
2019,17497.0,7.9
2020,493.0,5.6
2021,99.0,6.1
2022,595.0,7.7
2023,1434.0,6.3
2024,396.0,7.1
2025,1396.0,5.9
2026,990.0,6.8
2027,137.0,5.5
2028,10.0,7.4
2029,1793.0,7.9
2030,662.0,5.9
2031,1362.0,7.5
2032,9.0,6.6
2033,46.0,6.5
2034,716.0,6.6
2035,537.0,6.3
2036,4175.0,6.7
2037,2769.0,7.4
2038,20.0,6.2
2039,946.0,7.1
2040,91.0,6.2
2041,202.0,7.2
2042,168.0,5.8
2043,2076.0,6.0
2044,210.0,5.6
2045,3200.0,6.8
2046,844.0,6.9
2047,12.0,6.8
2048,272.0,5.9
2049,211.0,7.2
2050,3021.0,7.6
2051,826.0,7.5
2052,30.0,7.0
2053,129.0,5.8
2054,12.0,5.0
2055,177.0,7.0
2056,2452.0,6.8
2057,2438.0,6.4
2058,34.0,5.1
2059,1183.0,5.7
2060,542.0,5.9
2061,390.0,6.0
2062,1395.0,5.8
2063,4287.0,7.3
2064,201.0,6.0
2065,170.0,6.5
2066,3516.0,6.2
2067,992.0,7.7
2068,2235.0,7.7
2069,55.0,6.2
2070,59.0,4.0
2071,434.0,7.1
2072,185.0,5.8
2073,470.0,7.4
2074,517.0,5.7
2075,12.0,7.0
2076,245.0,5.7
2077,7.0,6.1
2078,19.0,5.4
2079,614.0,7.2
2080,2.0,3.0
2081,1042.0,6.2
2082,331.0,6.7
2083,41.0,4.8
2084,32.0,7.2
2085,336.0,7.0
2086,75.0,6.1
2087,286.0,7.1
2088,1716.0,6.4
2089,63.0,6.3
2090,183.0,5.4
2091,23.0,4.1
2092,658.0,6.1
2093,25.0,5.0
2094,390.0,5.4
2095,57.0,7.3
2096,2.0,5.5
2097,14.0,6.4
2098,12109.0,7.7
2099,198.0,7.6
2100,1208.0,6.3
2101,1419.0,7.8
2102,38.0,5.9
2103,3586.0,6.8
2104,3024.0,6.5
2105,19.0,5.6
2106,212.0,6.5
2107,398.0,7.7
2108,112.0,6.4
2109,1209.0,5.6
2110,71.0,8.0
2111,27.0,7.6
2112,1416.0,6.2
2113,231.0,6.4
2114,404.0,6.6
2115,1084.0,6.0
2116,864.0,5.8
2117,523.0,7.0
2118,4.0,5.0
2119,98.0,6.3
2120,16.0,6.3
2121,897.0,7.5
2122,4032.0,6.2
2123,71.0,5.7
2124,578.0,6.9
2125,1523.0,6.0
2126,761.0,4.3
2127,12124.0,7.7
2128,789.0,5.2
2129,398.0,7.2
2130,10.0,6.0
2131,1457.0,4.7
2132,1145.0,6.7
2133,1619.0,5.9
2134,200.0,6.2
2135,2982.0,6.1
2136,8388.0,6.4
2137,338.0,4.9
2138,168.0,6.3
2139,364.0,6.2
2140,2489.0,6.3
2141,50.0,6.6
2142,4396.0,7.3
2143,779.0,7.6
2144,295.0,4.5
2145,5.0,6.4
2146,147.0,6.3
2147,49.0,7.2
2148,1691.0,7.7
2149,302.0,5.4
2150,774.0,5.6
2151,9.0,5.7
2152,365.0,6.4
2153,114.0,5.7
2154,9.0,3.4
2155,17.0,3.1
2156,213.0,4.7
2157,883.0,5.4
2158,2782.0,7.9
2159,1303.0,7.2
2160,1068.0,6.2
2161,1042.0,5.5
2162,3196.0,7.0
2163,91.0,6.6
2164,180.0,3.8
2165,2668.0,6.5
2166,743.0,6.4
2167,444.0,5.5
2168,5013.0,6.1
2169,305.0,6.5
2170,119.0,7.1
2171,2796.0,6.9
2172,12.0,6.6
2173,718.0,7.2
2174,374.0,6.2
2175,38.0,7.8
2176,314.0,5.1
2177,491.0,7.2
2178,286.0,4.9
2179,1554.0,7.3
2180,488.0,7.0
2181,2953.0,7.7
2182,487.0,5.7
2183,394.0,6.2
2184,29.0,6.5
2185,381.0,5.5
2186,343.0,6.2
2187,72.0,5.7
2188,171.0,6.7
2189,86.0,6.4
2190,8.0,3.8
2191,46.0,7.1
2192,1359.0,6.9
2193,662.0,6.7
2194,160.0,6.9
2195,1813.0,6.4
2196,10.0,6.1
2197,115.0,7.4
2198,103.0,7.6
2199,10.0,1.4
2200,1474.0,6.6
2201,3110.0,6.8
2202,97.0,6.1
2203,1287.0,6.6
2204,85.0,7.3
2205,562.0,5.6
2206,1866.0,7.3
2207,101.0,6.6
2208,2821.0,7.2
2209,73.0,5.2
2210,8165.0,7.1
2211,275.0,5.9
2212,241.0,6.7
2213,992.0,5.8
2214,690.0,7.7
2215,397.0,6.8
2216,1704.0,6.8
2217,907.0,7.1
2218,2219.0,6.3
2219,885.0,6.8
2220,424.0,7.0
2221,303.0,7.4
2222,93.0,6.5
2223,1699.0,8.0
2224,883.0,6.0
2225,112.0,8.0
2226,77.0,7.2
2227,13.0,6.0
2228,3794.0,6.6
2229,930.0,7.6
2230,6.0,5.9
2231,11.0,7.5
2232,441.0,5.9
2233,93.0,6.4
2234,787.0,5.4
2235,21.0,4.9
2236,202.0,7.3
2237,425.0,8.3
2238,5.0,6.9
2239,53.0,6.4
2240,132.0,5.9
2241,956.0,6.4
2242,303.0,5.6
2243,2509.0,6.9
2244,249.0,6.7
2245,2032.0,7.3
2246,1475.0,6.4
2247,235.0,6.4
2248,1818.0,6.3
2249,3343.0,6.5
2250,263.0,7.2
2251,162.0,6.5
2252,62.0,5.4
2253,1126.0,6.1
2254,125.0,7.1
2255,1345.0,6.7
2256,35.0,4.8
2257,38.0,6.5
2258,683.0,7.0
2259,1120.0,5.5
2260,92.0,6.0
2261,28.0,5.8
2262,39.0,5.9
2263,803.0,5.9
2264,72.0,6.6
2265,999.0,5.8
2266,2.0,6.0
2267,1963.0,6.3
2268,73.0,6.4
2269,690.0,7.3
2270,2571.0,6.1
2271,776.0,7.2
2272,130.0,7.2
2273,136.0,5.2
2274,300.0,7.2
2275,2551.0,5.9
2276,340.0,6.3
2277,306.0,6.7
2278,579.0,7.8
2279,225.0,4.3
2280,32.0,6.7
2281,336.0,5.9
2282,53.0,5.3
2283,371.0,6.5
2284,54.0,6.6
2285,491.0,6.6
2286,233.0,7.2
2287,1569.0,5.9
2288,24.0,5.3
2289,39.0,6.5
2290,66.0,4.7
2291,873.0,6.6
2292,91.0,4.1
2293,5.0,6.4
2294,2641.0,5.5
2295,1.0,1.0
2296,3.0,4.7
2297,4782.0,7.1
2298,1699.0,6.3
2299,37.0,6.4
2300,9133.0,8.0
2301,600.0,7.5
2302,15.0,5.8
2303,0.0,0.0
2304,823.0,8.0
2305,1624.0,6.8
2306,976.0,5.6
2307,215.0,7.8
2308,41.0,5.1
2309,24.0,6.2
2310,6534.0,8.2
2311,456.0,6.5
2312,348.0,5.8
2313,169.0,7.4
2314,886.0,6.4
2315,261.0,6.6
2316,432.0,6.6
2317,234.0,6.4
2318,608.0,7.3
2319,99.0,7.0
2320,526.0,5.6
2321,58.0,6.7
2322,41.0,6.4
2323,4876.0,6.1
2324,104.0,7.0
2325,1559.0,5.7
2326,895.0,6.9
2327,19804.0,7.6
2328,2916.0,7.3
2329,418.0,5.1
2330,26.0,7.2
2331,298.0,5.7
2332,723.0,6.7
2333,352.0,5.8
2334,896.0,6.6
2335,75.0,5.0
2336,174.0,7.7
2337,121.0,5.3
2338,114.0,6.4
2339,16006.0,8.4
2340,45.0,6.6
2341,680.0,6.8
2342,535.0,5.7
2343,47.0,4.8
2344,46.0,7.1
2345,414.0,6.4
2346,46.0,5.9
2347,406.0,7.5
2348,4597.0,8.0
2349,35.0,6.1
2350,3799.0,7.6
2351,731.0,6.3
2352,4754.0,7.2
2353,121.0,5.6
2354,121.0,7.6
2355,59.0,4.6
2356,5702.0,8.4
2357,432.0,5.6
2358,9597.0,6.5
2359,30.0,6.2
2360,9.0,3.7
2361,129.0,6.3
2362,154.0,5.9
2363,52.0,4.9
2364,593.0,6.1
2365,1146.0,5.8
2366,337.0,7.2
2367,694.0,6.9
2368,134.0,6.4
2369,75.0,6.1
2370,498.0,6.7
2371,2385.0,5.6
2372,6.0,7.3
2373,1103.0,6.6
2374,3838.0,7.9
2375,159.0,5.5
2376,919.0,5.2
2377,77.0,6.9
2378,811.0,6.7
2379,5.0,5.2
2380,232.0,5.1
2381,644.0,6.8
2382,168.0,6.5
2383,148.0,7.0
2384,74.0,6.9
2385,4.0,6.0
2386,552.0,6.7
2387,190.0,6.8
2388,4463.0,6.6
2389,1130.0,7.3
2390,307.0,8.4
2391,21.0,4.9
2392,972.0,6.7
2393,129.0,7.8
2394,19.0,7.1
2395,1753.0,5.7
2396,229.0,6.9
2397,1181.0,6.0
2398,824.0,6.6
2399,528.0,6.9
2400,6.0,5.2
2401,62.0,7.0
2402,677.0,4.9
2403,1159.0,5.7
2404,214.0,5.5
2405,2326.0,7.1
2406,137.0,4.5
2407,3807.0,7.4
2408,8.0,5.6
2409,17.0,5.7
2410,940.0,7.2
2411,302.0,6.1
2412,2735.0,7.3
2413,840.0,5.4
2414,8.0,6.6
2415,61.0,6.2
2416,385.0,7.1
2417,1433.0,5.0
2418,1580.0,7.4
2419,693.0,5.7
2420,222.0,6.2
2421,210.0,3.8
2422,62.0,7.1
2423,16.0,4.5
2424,4.0,6.6
2425,1110.0,5.8
2426,480.0,5.3
2427,9.0,6.4
2428,9.0,7.2
2429,393.0,6.9
2430,231.0,6.5
2431,61.0,6.8
2432,4030.0,7.2
2433,97.0,6.3
2434,165.0,6.0
2435,91.0,5.1
2436,70.0,6.9
2437,103.0,6.9
2438,1053.0,6.3
2439,419.0,7.6
2440,350.0,6.2
2441,2193.0,7.5
2442,147.0,6.2
2443,848.0,5.5
2444,4791.0,6.0
2445,10.0,5.8
2446,133.0,6.0
2447,147.0,6.9
2448,4072.0,7.0
2449,321.0,5.7
2450,209.0,5.7
2451,220.0,8.0
2452,297.0,5.8
2453,315.0,6.8
2454,98.0,5.2
2455,2576.0,6.2
2456,7589.0,6.3
2457,45.0,5.3
2458,260.0,5.9
2459,917.0,6.4
2460,1638.0,6.4
2461,702.0,7.1
2462,21.0,7.3
2463,1083.0,6.3
2464,173.0,6.5
2465,1926.0,7.8
2466,323.0,6.1
2467,1193.0,5.3
2468,238.0,6.1
2469,312.0,6.2
2470,654.0,5.5
2471,39.0,5.0
2472,480.0,5.0
2473,3077.0,6.7
2474,257.0,6.4
2475,23.0,4.3
2476,2227.0,6.4
2477,2094.0,6.2
2478,16.0,6.3
2479,1246.0,5.9
2480,179.0,6.2
2481,60.0,6.3
2482,1440.0,7.0
2483,1131.0,4.8
2484,236.0,8.0
2485,96.0,7.3
2486,3899.0,5.6
2487,647.0,5.8
2488,117.0,7.7
2489,6266.0,7.2
2490,188.0,5.7
2491,65.0,5.1
2492,4.0,6.1
2493,32.0,6.3
2494,304.0,7.5
2495,5.0,6.6
2496,469.0,7.8
2497,190.0,6.0
2498,2054.0,7.5
2499,20.0,5.5
2500,1083.0,7.4
2501,241.0,5.4
2502,110.0,5.3
2503,809.0,7.1
2504,362.0,6.0
2505,55.0,5.7
2506,24.0,5.4
2507,1386.0,6.7
2508,314.0,6.5
2509,112.0,7.5
2510,352.0,6.4
2511,9.0,5.5
2512,195.0,7.2
2513,700.0,5.6
2514,458.0,7.3
2515,4858.0,7.2
2516,423.0,6.7
2517,196.0,6.8
2518,982.0,5.2
2519,1897.0,5.5
2520,30.0,6.9
2521,336.0,6.0
2522,246.0,6.2
2523,1299.0,7.6
2524,83.0,5.8
2525,18.0,5.6
2526,624.0,6.0
2527,532.0,7.2
2528,3047.0,7.5
2529,96.0,7.0
2530,59.0,7.3
2531,767.0,6.6
2532,76.0,5.3
2533,11887.0,7.2
2534,21.0,6.6
2535,180.0,5.6
2536,2261.0,6.6
2537,144.0,6.1
2538,324.0,5.7
2539,25.0,5.8
2540,156.0,6.5
2541,138.0,7.1
2542,1270.0,5.7
2543,846.0,6.6
2544,70.0,6.2
2545,484.0,6.4
2546,1302.0,6.9
2547,646.0,6.6
2548,8736.0,7.1
2549,411.0,7.1
2550,451.0,7.5
2551,248.0,6.7
2552,373.0,5.7
2553,2682.0,6.7
2554,11.0,5.1
2555,37.0,7.5
2556,7.0,6.8
2557,6.0,5.7
2558,341.0,7.0
2559,1932.0,6.7
2560,263.0,6.1
2561,50.0,5.0
2562,959.0,7.0
2563,7711.0,7.0
2564,78.0,5.8
2565,308.0,6.5
2566,280.0,6.8
2567,158.0,6.4
2568,50.0,7.0
2569,140.0,6.0
2570,22.0,6.0
2571,3134.0,6.6
2572,136.0,5.8
2573,91.0,5.9
2574,518.0,7.0
2575,384.0,7.2
2576,120.0,8.1
2577,50.0,7.7
